ret.adjusted.prices.ref.date,ret.adjusted.prices.AAL.L,ret.adjusted.prices.ABDN.L,ret.adjusted.prices.ABF.L,ret.adjusted.prices.ADM.L,ret.adjusted.prices.AHT.L,ret.adjusted.prices.ANTO.L,ret.adjusted.prices.AUTO.L,ret.adjusted.prices.AV.L,ret.adjusted.prices.AVST.L,ret.adjusted.prices.AVV.L,ret.adjusted.prices.AZN.L,ret.adjusted.prices.BA.L,ret.adjusted.prices.BARC.L,ret.adjusted.prices.BATS.L,ret.adjusted.prices.BDEV.L,ret.adjusted.prices.BHP.L,ret.adjusted.prices.BKG.L,ret.adjusted.prices.BLND.L,ret.adjusted.prices.BME.L,ret.adjusted.prices.BNZL.L,ret.adjusted.prices.BP.L,ret.adjusted.prices.BRBY.L,ret.adjusted.prices.BT.A.L,ret.adjusted.prices.CCH.L,ret.adjusted.prices.CPG.L,ret.adjusted.prices.CRDA.L,ret.adjusted.prices.CRH.L,ret.adjusted.prices.DCC.L,ret.adjusted.prices.DGE.L,ret.adjusted.prices.ENT.L,ret.adjusted.prices.EVR.L,ret.adjusted.prices.EXPN.L,ret.adjusted.prices.FERG.L,ret.adjusted.prices.FLTR.L,ret.adjusted.prices.FRES.L,ret.adjusted.prices.GLEN.L,ret.adjusted.prices.GSK.L,ret.adjusted.prices.HIK.L,ret.adjusted.prices.HL.L,ret.adjusted.prices.HLMA.L,ret.adjusted.prices.HSBA.L,ret.adjusted.prices.IAG.L,ret.adjusted.prices.ICP.L,ret.adjusted.prices.IHG.L,ret.adjusted.prices.III.L,ret.adjusted.prices.IMB.L,ret.adjusted.prices.INF.L,ret.adjusted.prices.ITRK.L,ret.adjusted.prices.JD.L,ret.adjusted.prices.JET.L,ret.adjusted.prices.JMAT.L,ret.adjusted.prices.KGF.L,ret.adjusted.prices.LAND.L,ret.adjusted.prices.LGEN.L,ret.adjusted.prices.LLOY.L,ret.adjusted.prices.LSEG.L,ret.adjusted.prices.MNDI.L,ret.adjusted.prices.MNG.L,ret.adjusted.prices.MRO.L,ret.adjusted.prices.MRW.L,ret.adjusted.prices.NG.L,ret.adjusted.prices.NWG.L,ret.adjusted.prices.NXT.L,ret.adjusted.prices.OCDO.L,ret.adjusted.prices.PHNX.L,ret.adjusted.prices.PNN.L,ret.adjusted.prices.POLY.L,ret.adjusted.prices.PRU.L,ret.adjusted.prices.PSH.L,ret.adjusted.prices.PSN.L,ret.adjusted.prices.PSON.L,ret.adjusted.prices.RDSA.L,ret.adjusted.prices.RDSB.L,ret.adjusted.prices.REL.L,ret.adjusted.prices.RIO.L,ret.adjusted.prices.RKT.L,ret.adjusted.prices.RMV.L,ret.adjusted.prices.RR.L,ret.adjusted.prices.RSAB.L,ret.adjusted.prices.RTO.L,ret.adjusted.prices.SBRY.L,ret.adjusted.prices.SDR.L,ret.adjusted.prices.SGE.L,ret.adjusted.prices.SGRO.L,ret.adjusted.prices.SKG.L,ret.adjusted.prices.SMDS.L,ret.adjusted.prices.SMIN.L,ret.adjusted.prices.SMT.L,ret.adjusted.prices.SN.L,ret.adjusted.prices.SPX.L,ret.adjusted.prices.SSE.L,ret.adjusted.prices.STAN.L,ret.adjusted.prices.STJ.L,ret.adjusted.prices.SVT.L,ret.adjusted.prices.TSCO.L,ret.adjusted.prices.TW.L,ret.adjusted.prices.ULVR.L,ret.adjusted.prices.UU.L,ret.adjusted.prices.VOD.L,ret.adjusted.prices.WPP.L,ret.adjusted.prices.WTB.L
27/11/2020,-0.000441179,0.004447757,-0.006077602,0.008501596,-0.003795123,0.017688266,0.00735018,-0.008261898,-0.00319996,0.017179049,0.002839411,-0.012534266,-0.011339495,0.001496432,0,0.005554971,0.000427066,-0.012809779,0.017784449,-0.011945278,-0.002277027,0.001163059,-0.008176615,0,0.018312388,0.007108958,-0.012012979,-0.023359673,0.001536648,0.026587888,-0.00279679,-0.016362204,0.008969632,-0.010111954,0.021589308,0.006361913,-0.0046043,-0.000759316,-0.009671832,0.011850456,0.017594476,-0.023079187,0.00423222,0.00083875,0.005137797,-0.004929688,-0.002953075,-0.003260768,0.00218702,0.012787724,0.008520209,0.000369344,-0.018302666,-0.016122843,-0.000669899,0.009174303,0.010768721,0.003371247,0.001887183,-0.002444898,-0.008622673,0.00312202,-0.008819975,0.011399909,0.012361582,-0.009862402,-0.01090685,-0.005742567,0.033898234,0.002603155,-0.007633544,-0.000596868,0.004003599,0.001149415,0.00428445,-0.013026274,0.029023702,-0.006001856,0.003984103,0.008424012,0,0.017941485,0.017350674,-0.007268693,0.018377732,0.019329542,-0.014770031,0.02117857,0.025776776,0.003700352,0.000725207,0.005420633,-0.011633489,-0.025306031,0.000439338,-0.008201876,0.000873039,-0.016407748,-0.006206206,0.009428915,-0.009708738
30/11/2020,-0.022952988,-0.000369133,-0.007525812,0.003512433,0.00984132,0.013338719,0.022619447,-0.008947923,0.019261581,0.005037007,0.004504513,-0.000396695,-0.035412185,-0.014008198,-0.014308385,-0.022557298,-0.013020233,0.003403509,0.006105258,0.018566502,-0.058006875,0.00435673,-0.037098103,-0.009619799,-0.06629055,0.00100848,-0.034834043,-0.000703526,-0.018070261,-0.006714628,-0.015043419,0.023597588,0.012013546,0,-0.053507189,-0.007960718,-0.009829394,-0.009118527,-0.002441637,-0.001801727,-0.041002756,-0.04134292,-0.015051188,-0.027236539,-0.005111535,-0.036801062,-0.018511662,0.003634999,0.058647042,0.005050505,-0.011116049,0.009966714,-0.011276517,-0.014045994,-0.044912114,0.023484815,-0.018644522,-0.030757214,-0.036409498,-0.020424861,-0.029068425,-0.037659413,0.005216361,-0.004959423,-0.088272816,-0.018676127,-0.015753053,-0.035065897,0.006147541,-0.014836733,-0.004615377,-0.050918396,-0.053527582,0.003157298,-0.017978707,0.010435818,0.001602516,-0.018114305,0,0.013243711,-0.024942212,-0.004638256,-0.007871453,0.011759468,-0.010578754,-0.016296352,-0.005792199,-0.011722197,-0.001032634,0.026267205,-0.028260896,-0.024800513,0.00049044,0.000418731,-0.003511791,-0.020674357,-0.003270876,0.001334542,-0.009767896,-0.031758861,-0.041429475
01/12/2020,0.052179789,0.035068322,0.031753495,0.010500594,0.013517713,0.045871483,0.014270422,0.034869207,-0.044881814,-0.062205245,-0.000640561,0.010317478,0.064506441,0.007956052,0.057741905,0.034381338,0.057309682,0.031375878,0.022598889,0.000423825,0.029880909,0.036726428,0.053510273,0.01017579,0.058534743,0.013767539,0.019407624,0.007743797,0.016145871,0.002897151,0.040124149,0.011715776,0.017568841,-0.012404232,0.059382509,0.038234609,0.008029144,-0.048696299,0.046503614,0.005415048,0.045975497,0.055447491,0.017114909,0.023691579,0.039234118,0.012490826,0.035835533,0.007606004,0.042257116,0.00879397,0.02652878,0.029970756,0.048661781,0.051840016,0.074536823,-0.014310401,0.033474075,0.025333304,0.077524201,0.016402394,0.007779337,0.065653349,0.029609225,-0.002718623,0.03404032,0.019031562,0.047055119,0.043608498,0.02444002,0.068900518,0.027820665,0.025959712,0.027710296,0.006008565,0.033822938,-0.02065615,0.03264008,0.060548734,-0.003968293,-0.010456387,0.023685425,0.013358192,-0.028099049,0.002412362,0.032075501,0.037650649,0.034955493,0.009123985,0.038938608,-0.01975752,0.021252736,0.054621836,0.049019583,-0.011720424,0.008369762,0.078597013,-0.029971508,0.013327348,0.01423031,0.037486243,0.040250742
02/12/2020,0.021468498,0.009629173,0.029857582,0.001385507,-0.009615358,0.000381414,-0.013366132,0.011131157,-0.02596863,0.013832139,0.017564054,0.014925339,0.025830852,0.011088245,-0.010674007,0.056459773,-0.028226645,0.008016476,-0.021894846,0.002966152,0.047441688,0.004741939,0.026818325,0.022893695,0.019265073,-0.003643485,0.009685983,0.000698525,-0.001025104,0.001444391,0.006719835,-0.001120513,-0.008166126,-0.01256003,0.02242142,0.012957518,0.009123858,0.02055622,-0.003007079,-0.001346499,0.030165037,0.015668221,-0.001802865,0,-0.007191129,0.030478984,-0.000728376,0.000359423,-0.009147148,0,-0.000438033,-0.0205819,0.013196205,-0.005267019,0.012279434,0.095619523,-0.019258861,0.009102729,0.004836879,-0.022702399,0.010058471,0.007587124,0.001778862,-0.007269423,-0.006206229,0.008923051,0.011922982,0.006554512,-0.005964312,-0.026769962,0.012932335,0.038031062,0.032639605,0.005403926,0.048324193,-0.015198523,-0.02696005,0.041480839,0,0.010363765,-0.028690478,0.007050873,-0.015986474,-0.0065632,0.002437487,-0.014804089,0.003311245,-0.008137397,-0.004975126,0.005038959,-0.001825407,0.022226934,0.009813023,0.01313009,-0.019222272,-0.023486953,-0.007893561,0.018851392,0.012914475,0.001328403,0.01649223
03/12/2020,0.041403996,0.018367958,0.027207899,-0.007609833,0.02160973,0.048417893,0.007843217,-0.003570395,0.019043509,0.009302312,-0.026206373,0.02825081,0.011024842,0.009107661,0.016029692,0.022411468,0.021469279,0.011419242,-0.006903741,-0.006890171,-0.002433103,0.004164346,0.064107631,0.024619525,0.01820091,-0.01263306,0.012570281,-0.00628268,-0.009748608,0.016826923,0.022744203,0.001495785,0.006116161,0.069958848,-0.002631554,0.034560124,-0.013490144,0.004739231,-0.001340492,0.012134824,0.007170927,0.028433133,0.030704366,0.026509573,0.036798532,0.020422422,0.019679279,0.002515233,0.022954172,-0.02988792,0.014460992,0.023550681,0.019178376,-0.003025753,0.011743551,-0.009367084,0.002380316,0.018041239,0.008423817,-0.001679136,-0.006484434,0.024397701,0.003847259,0.0201373,0.005701921,0.023241446,-0.003021144,-0.012616981,-0.005999901,0.032935248,0.004453675,0.00192045,-0.000305471,-0.006506412,0.027104406,-0.007559046,0.00636943,0.155460334,0.007968139,0.00402251,0.041448427,0.009436842,0.010715478,0.012992761,-0.012765866,0.014437164,0.013861427,0.00455789,-0.005666653,-0.006836841,-0.004389156,-0.006974355,0.018972752,0.002394343,0.018262802,0.029602252,-0.026369659,0.011187542,0.000787135,0.019633803,0.04024961
04/12/2020,0.023208723,0.004162461,0.024750333,-0.011850873,-0.01318205,0.026545439,-0.014503015,0.009853862,0.010797335,-0.011674239,0.029628674,-0.018441922,0.000403837,0.002394609,-0.008495219,0.017177707,-0.018339257,0.02822582,-0.002527921,0,0.039212063,-0.004147076,0.003346947,0.004805659,0.005500172,0.033670065,0.013720974,0.012644891,0.012953353,-0.039716312,0.032873996,-0.00634803,-0.001636662,0.034965035,-0.001319194,0.031019498,0.008146515,0.001179268,-0.034563715,0.004884616,0.00308533,-0.002647041,-0.007009344,0.020291043,-0.00310555,0.01242236,0.024303139,0.013978536,-0.004146357,-0.012066752,0.007343415,-0.048495629,0.018958041,-0.007587195,-0.004464239,-0.004382006,-0.00089048,-0.009620194,-0.021479747,-0.01990473,-0.00582755,0.003822359,-0.001179241,-0.007178107,-0.026187844,-0.035778902,-0.009090896,0.027205376,0.002012006,0.004905315,0.002955922,0.033913313,0.032075748,-0.001708484,0.012822809,0.021263156,-0.011076004,-0.034469935,0.007905142,-0.008213198,-0.023330358,-0.005126643,-0.018809829,-0.016739155,0.008004857,-0.008132385,0.024414002,-0.000907486,0.020784437,0.000917848,0.018736219,0.011980967,-0.008628512,-0.02757744,-0.009186399,-0.035040362,0.010039593,-0.034893567,0.023592308,0.020817118,-0.00869826
07/12/2020,0.010453635,-0.015198647,-0.023728836,-0.013051147,0.003106563,0.009918491,-0.00610206,-0.015079951,-0.018898885,0.014298983,0.01419954,-0.009585879,-0.015879351,0.047041472,-0.034577703,0.00176139,-0.071998272,-0.026274499,-0.007814175,0.005567478,-0.011374028,-0.000555214,-0.013343129,0.010869529,0.016410256,-0.008143269,-0.010634799,-0.052375981,0.014663293,0.019202363,-0.005148502,0.007891771,-0.007025698,0.013513514,0.008366333,0.006942993,0.008513746,-0.009815463,0.00868954,0.007070184,-0.026262858,-0.013565337,-0.011764702,-0.005022097,0.003560303,0.034423985,-0.00244247,0.00742318,-0.033553769,-0.006756757,-0.003001698,-0.01227668,-0.027287821,-0.025611644,-0.043305702,0.009497388,0.013071844,-0.011503091,-0.009146483,-0.007151039,0.008206379,-0.023725941,-0.019185343,-0.009489381,0.001108926,-0.000416916,0.022629937,0.014847414,0.012048193,-0.052998553,-0.012673065,-0.000855727,0.004587846,0.019680549,0.002018345,-0.007147337,-0.006079975,0.004606572,0,0.006463341,-0.008430896,-0.013337394,-0.003834194,-0.006632784,0.025656658,0.020790626,-0.016205931,0.018165326,0.006896587,0.005960586,-0.016588604,-0.020208216,-0.00732929,0.006980838,-0.007505432,-0.020173865,0.002080523,0.019400278,0.015826655,-0.017588581,-0.040544629
08/12/2020,-0.011711879,-0.008418022,-0.004774335,0.009292347,0.021988238,0.000701556,0.004694904,-0.009306488,0.006281425,-0.004290478,0.00780574,-0.007355741,0.000683717,0.018603006,-0.007923918,-0.003930179,-0.026238447,-0.005034248,0.021285642,0.028960837,-0.004382741,-0.009444432,0.007513148,-0.018494657,-0.02354524,0.025287271,0.007817559,-0.005124497,-0.011090618,-0.001932367,0.007292399,0.033557129,0.003065955,-0.018,0.009606895,-0.007521926,0.005151023,0.001189555,0.004135023,0.028521443,-0.027092644,-0.036173411,-0.014880967,-0.035735918,0.029268266,0.010873203,-0.012941525,0.032631465,-0.001520492,-0.014652015,0.026236588,-0.007532977,-0.003258737,-0.003138459,-0.003749744,0.000688379,0.014662796,-0.016033147,-0.002461277,0.016709862,0.014186058,0.001500131,0.007222362,0.026459854,-0.001661682,-0.003545431,0.016746388,0.014630293,-0.025793684,-0.005522792,0.012835733,-0.006137609,-0.008249824,0.004755307,-0.003112952,0.016588469,0.009014756,-0.035154802,0,0.00822797,0.021256451,0.000614465,-0.012596088,0.004896532,0.027397331,0.038439495,-0.003552965,0.000892105,-0.00456626,0.017319974,0.028969615,-0.011875022,-0.002768939,0.003899425,-0.001334554,-0.00316754,0.00438293,0.012759534,-0.011042235,-0.004670445,-0.009776096
09/12/2020,-0.014023249,-0.001061344,-0.013519316,-0.009206795,-0.010606052,0.005257542,0.007907949,0.009697046,0.02538484,0.01077249,-0.014998756,0.00507024,-0.003143033,0.002412219,0.007667755,-0.004879977,0.010685185,0.020036383,-0.001458906,0.00248344,0,0.001121708,0.031319887,0.000876456,-0.001722356,0.00416397,-0.033613452,0.034952153,0.005437606,0.006292352,0.0233535,-0.012626322,-0.000235095,0.007467753,-0.018166025,0.00084212,-0.004412863,-0.018217778,0.012354242,0,0.006493444,0.018610422,0.003021166,-0.001046901,-0.019388182,0.00814864,-0.004606726,-0.01121301,0.025634505,0.073287307,0.009220413,0.039468614,0.023312103,0.005509596,0.001478697,-0.007337734,0.008670529,0.024967207,0.002776036,0.003967145,0.031185505,0.005392564,0.025395912,0.033777778,-0.012760032,0.015696917,-0.023823535,0.005456013,-0.008146673,-0.005923746,-0.00618913,-0.006319047,-0.008615525,0.004732732,-0.013776708,-0.001847385,0.019783097,0.026930646,0,-0.008558904,0.030989819,-0.012588329,0.009922009,0.001550441,-0.022029003,-0.009668505,0.016855781,0.009803867,-0.001310584,0.000896053,0.020313555,0.002319179,0.011106036,0.014242606,0.008908633,0.017159239,-0.000459263,0.014093628,0.014377495,0.02241917,0.003503185
10/12/2020,0.002003169,-0.011685463,0.003978735,0.020014272,0.00153136,0.02092053,-0.011055618,-0.007357678,-0.010957749,-0.00852616,0.011357923,-0.008149016,-0.028375541,0.005156385,-0.051046314,0.031719511,-0.027579782,-0.022817457,0.021707337,-0.000825728,0.044570952,-0.001960842,-0.018799754,0.019264389,0.006556246,0.006379623,0.002675631,-0.029505848,0.01470336,0,0.029438613,0.002192168,0.005409155,-0.002021563,0.004405244,0.005679415,0.013296993,0.032271094,-0.008135567,-0.010239005,0.00037223,-0.011571218,-0.015216079,0.002724796,-0.007908585,0.019075349,0.00106806,-0.002749074,-0.027220959,-0.029688273,0.010797352,-0.039065261,-0.013751897,-0.025048858,-0.042416182,0.002310006,-0.001146167,-0.026153902,-0.021839793,0.025684489,-0.010451447,-0.039928444,-0.031177129,-0.071797077,0.004495616,-0.016278542,0.014462246,0.006201481,0,-0.063687157,-0.014234908,0.036854995,0.037758337,0.009420946,0.029055814,0.016347983,0.000625745,-0.0204396,0.003921541,0.00281075,0.010318594,-0.009639234,0.004912267,0,0.014819216,0.037935882,-0.006375492,-0.005295617,0.012467213,0.006714427,-0.007684172,0.004838055,-0.005034296,-0.010212763,0.018101808,-0.042174324,0.009880417,-0.020214849,0.008293163,-0.015298252,-0.027292923
11/12/2020,-0.023190659,-0.015048379,-0.012329328,0.005606198,0.009174337,-0.036202171,0.007933617,-0.024088827,0.011899885,-0.018734622,0.007034472,-0.016823136,-0.040208823,-0.002394069,-0.025392507,0.005764495,-0.007090553,-0.034314683,0.00939739,0.01735534,-0.03336261,0.018804406,-0.032792904,-0.011168366,-0.005827905,0.011727419,-0.010673797,-0.008424887,0.002165213,0,-0.003768607,0.007291335,0.010292453,0.006076975,-0.012280695,-0.007529792,-0.002963184,-0.015240329,-0.000341809,0.008189685,-0.006325171,-0.037276666,-0.014833076,-0.001254181,0.003542959,0.000951804,-0.011735483,0.003445859,-0.043754843,0.01045385,-0.018077264,-0.011018318,-0.028168968,-0.019269415,-0.044855578,-0.017515564,-0.001721115,-0.017640839,-0.02610055,-0.020363223,-0.017078703,-0.066728704,-0.039699247,0.006947661,-0.016223663,-0.018642653,0.012177034,0.000770493,-0.010266907,-0.020286393,-0.018050607,-0.027878385,-0.034507578,-0.000549062,0.003800856,0.006676718,0.006879362,-0.078740157,-0.007812445,-0.007607645,-0.031083493,-0.004709613,0.006983202,0.000221079,-0.004088829,-0.029024545,0.001924888,0.015971537,-0.017498435,0.021342808,-0.014079584,-0.005024114,-0.001839937,-0.018056746,-0.029488531,-0.017938764,0.005688372,-0.01418436,-0.020637086,0.00854469,0.005220228
14/12/2020,-0.015554724,0.013095612,0.018279043,-0.001742099,0.014545449,0.003543561,0.026833665,0.013607539,0.021897785,-0.007824752,-0.057352966,0.002785454,0.046303175,-0.010798722,0.038052632,-0.0244344,0.029516776,0.013877219,0.034203596,0.00690491,-0.019981841,0.006336086,0.023238118,0.01303219,-0.000689655,0.003132812,0.005057329,0.015515286,-0.004819693,0.046657047,0.013128528,-0.00434308,0.013660592,0.011073826,-0.007548717,-0.00547947,-0.014435226,-0.001587332,-0.012307696,0.010260788,0.00698943,0.004479981,-0.000627337,-0.020719967,0.003089103,-0.008557844,-0.002518827,-0.00583792,0.051609498,0.002775675,0.008368241,0.037648953,0.01159413,0.018829228,0.048723262,0.021581038,0.025862021,0.015277352,0.052631946,0.014887596,0.00685872,0.04988361,0.056373259,0.046458142,0.005686605,0.0108858,-0.052230048,0.010777522,0.004149344,0.049127146,0.014399655,-0.024806482,-0.020936168,-0.014007117,-0.000721223,-0.013566451,0.013975114,0.014957265,-0.007874019,0.010288435,0.035746995,0.012618264,0.015950193,0.004642956,0.010557225,0.030168937,0.016970895,0.018340676,0.00791562,0.001306088,0.031417318,-0.001262256,-0.003686658,0.011383498,0.011170808,0.041182322,-0.012895927,0.015696517,0.001374285,0.006161737,0.007789679
15/12/2020,0.018295339,0.030520679,-0.001751353,-0.004537607,-0.002090813,0.006355923,-0.01149816,0.013424961,0.00793647,-0.001892788,-0.024310965,-0.003968212,0.016437212,-0.016461522,0.025759635,0.006081241,0.018497052,0.026545031,0.000782761,-0.001210163,0.00370702,0.024089778,0.021965725,0.006860993,-0.008971705,-0.019987456,-0.004025521,-0.014914449,-0.018370064,0.001838235,0.015374645,-0.01599418,-0.007766139,0.004646532,0.020134089,0.018859925,-0.024985592,-0.027821979,0.002769144,0.002962265,-0.00185915,0.00446,0.010043933,0.008762556,0.000439988,-0.002877238,-0.015873102,-0.002417925,0.030356684,-0.011071968,0.040663866,0.001110679,0.018051549,0.019686701,0.025748678,0.015154998,0.017366945,0.006071882,0.035889448,-0.00941038,-0.015213413,0.021856091,0.001185883,-0.018901099,0.007068156,-0.004222862,0.013931828,0.00913932,-0.008264395,0.027089745,-0.003020295,0.004558152,0.003818599,-0.013649006,0.011006901,-0.020782334,-0.033996986,-0.029052606,0.003968226,0.006389777,0.012831823,0.014330264,-0.018430053,-0.000880312,0.009866472,0.01826972,-0.010390409,0.006861092,-0.018979081,-0.010869558,0,0.010743557,0.025901977,-0.000865765,-0.0110474,0.02488034,-0.013981265,0.004292748,-0.008844124,0.002551725,0.015458937
16/12/2020,-0.000816604,0.007317078,0.013596507,0.033309929,-0.007482773,0.002456132,0.034543437,0.012630949,0.033464666,0.005056929,0.018654201,0.003984021,-0.003455463,0.007751911,0.046361926,0.001741583,0.01021571,0.003232302,-0.005084091,-0.036752797,0.00683286,0,-0.001092852,0.007666167,-0.014972145,0.004780083,0.017177509,0.010708943,0.004253199,0.018348624,0.004326093,0.018839979,0.011279932,0.016848365,0.004386033,0.009983387,0.004565403,0.015944401,0.036589581,0.014346017,-0.014031984,0.021249642,0.021752579,-0.01059322,0.003957716,0.00993898,-0.002199326,0.008656451,0.037318965,-0.012977099,0.024720932,0.006287024,0.000281436,0.026004721,-0.010095584,-0.002261936,-0.011013203,0.043295695,0.013917712,0.023470176,0.011528723,0.001859891,0.009772006,0.022401434,0.024705203,0.023536887,0.009160292,0.017735848,0,0.018839433,0,0.019028151,0.033475168,0.006212878,-0.009637813,0.017790191,0.032657054,-0.004336513,0.0039526,0.015476197,0.01004812,0.015049145,0.008692609,0.035242317,-0.013218388,-0.010290258,-0.002227217,0.006814235,0.015010013,0.013186752,0.029768102,-0.01938306,0.0306582,0.015597916,0.034852542,0.02334271,0.018363539,0.018166293,0.005999977,-0.00458129,0.014906438
17/12/2020,0.013281384,-0.002767297,-0.007356053,0.000678649,-0.005428271,0.003150197,0.009539979,0.009735264,0,0.038050341,-0.013472829,-0.020238099,0.009292689,-0.00441689,0,0.009920273,0.000224713,0.008054723,0.011006352,0,-0.01192206,-0.022988527,0.010576199,-0.002958583,-0.005655709,0.003805875,0.013576131,-0.014249158,-0.004404519,0.033333333,0.012922742,0.002900636,0.001593445,0.006497726,0.012227065,-0.004118617,0.000146722,-0.0072434,0.005661005,0.015391039,-0.005667523,-0.008074553,0.028588875,-0.00235546,0.01533072,-0.002539646,0.00330637,0.005835917,-0.004023756,0.006702758,-0.002334603,0.013597773,-0.001547501,-0.006528335,-0.001653777,0.006574451,-0.002227169,0.011066385,0.003504257,-0.002511877,-0.002051526,0.007116338,0.014956046,-0.02716915,-0.00602746,-0.00559366,0.035400898,-0.013718858,0.004166632,-0.002218842,0.03817021,-0.00258544,-0.006183633,0.001683959,0.01009193,-0.009506247,0.01443038,-0.020470435,0.00787396,0.002344681,-0.015138414,0.010287489,0.014477721,0.004468103,0.009318606,0.00719802,-0.010841824,0.006768218,0.007229694,-0.011279775,-0.004369752,0.004888376,-0.000874895,0,-0.00561291,-0.008211608,-0.011641202,-0.013203485,-0.006335115,0.041932978,-0.0125
18/12/2020,-0.022383447,-0.007283971,-0.019616384,-0.002034568,0.015767145,0.003489159,-0.006074844,-0.017475147,0.019999878,-0.027870388,-0.004508068,-0.003240145,-0.003710298,-0.003577834,0,-0.001012618,-0.016850119,-0.044146984,-0.008942565,0.02725369,0.007425166,-0.003830344,-0.023457235,0.011445523,-0.000355492,0.000631907,0.032995774,0.010007391,0.003573169,0.003051439,0.02041243,0.020607479,0.008409143,-0.03808909,-0.016824849,0.001033897,-0.005863361,0.045804591,-0.008609251,0.005325716,-0.017732729,-0.020976776,-0.01419281,-0.00257566,-0.001294233,0.001273139,-0.024166993,0.002047775,-0.036121566,0.020486556,-0.031981353,-0.017766371,-0.060166253,-0.010436875,-0.036443867,0.004729771,-0.025390606,-0.016169143,-0.014842712,-0.023223278,-0.009136605,-0.033179674,-0.019936484,-0.004954955,-0.022877527,-0.027291662,-0.008766791,0.007142759,-0.00207462,0.002223777,-0.010796513,-0.005472409,-0.006666671,0.009246379,0.008742202,-0.000928801,0.002723945,0.013339262,0,0.022222273,-0.006148445,-0.011979678,-0.002038714,-0.022452836,0.01154066,0.009264155,-0.002901334,-0.004201685,0.001305025,-0.009214568,0.000675173,-0.015016829,-0.01182138,-0.014931754,-0.016066123,-0.009506356,0.004157087,-0.017710559,0.003984709,-0.00122702,-0.026898734
21/12/2020,0.002887801,-0.021663288,-0.032903554,0.009853919,0.006268696,-0.01008344,-0.019694417,-0.036491771,-0.039215628,-0.003116231,-0.009057033,-0.003657044,-0.025793118,-0.027289011,-0.020923094,-0.001419224,-0.009369253,-0.00731456,-0.007453857,-0.004489856,-0.049014235,-0.032957988,-0.024390266,-0.020117356,-0.015647226,0.00315762,-0.02245414,-0.020917366,-0.007120979,-0.016079965,-0.033131829,-0.01098138,-0.006310573,-0.003355705,0.022817025,-0.02623424,-0.011795885,-0.014728675,0.000668007,-0.008557451,-0.017150214,-0.079629111,0,-0.010114052,-0.025917875,-0.027972034,-0.019136983,-0.006471424,-0.028106535,0.018820577,-0.002014464,-0.005168017,-0.017091537,-0.048828164,-0.037822374,-0.010311585,-0.028628689,-0.025790195,-0.026587874,-0.011744424,-0.020285815,-0.024785522,-0.028007062,0.055681304,-0.023131242,0.009423837,-0.001474093,-0.019410176,0.006236903,-0.010355055,-0.01474927,-0.050101299,-0.056674109,-0.009994496,-0.008312626,0.012085485,-0.016601232,-0.032470356,-0.003906223,-0.020595096,-0.02651347,-0.005456196,-0.012257383,-0.008234028,-0.023958898,-0.019144959,-0.015518914,-0.010970497,-0.010100967,0.006200149,-0.014844746,-0.008159752,-0.013734959,-0.007362511,-0.028243715,-0.021362142,-0.012649464,-0.007695721,-0.031909865,-0.032678108,-0.024390244
22/12/2020,-0.007610038,0.012857203,0.013793137,-0.002018822,0.022248541,-0.004214986,0.011430561,0.011139334,0.033041703,0.004376315,-0.015053726,0.007748792,0.033413522,0.00535245,0.01979887,-0.005177083,0.02214528,0.018105315,0.001185807,0.008200136,0.001937671,0.006816262,0.011363636,0.01197606,0.003251445,0.01070185,0.021352333,-0.004123009,0.01383194,-0.002208481,0.005603432,0.007879699,0.008165088,-0.000673401,-0.02145003,-0.012940214,0.007012781,0.001180196,0.005006587,0.00945331,0.007084679,0.058026451,0.022195547,-0.003043478,0.012860297,0.007848238,0.01377202,-0.000685577,0.031963427,0.0091133,0.014937365,-0.013358062,0.019676721,0.024230029,0.033204231,0.011551471,0.007662808,0.020763065,0.022762036,-0.008695699,0.002823518,0.035516338,0.012738844,-0.028730703,0.002310168,0,-0.010333576,0.01065845,-0.014462743,0.014200334,0.002694494,-0.002134275,0.001423005,0.005328086,-0.004815424,0.003674331,0.006138739,0.021768726,0,0.004283528,-0.011348142,0.02346843,0.019648297,0.009394709,0.008182364,0.013903773,-0.00164207,0.011092184,0.024687304,0.007042221,0.01746575,0.002381439,0.006738527,-0.002617801,0.000454302,0.017083144,0.011413806,-0.00664745,-0.00147593,0.011683946,0.005666667
